2024-06-26 20:18:02,217: Key.space
2024-06-26 20:18:02,464: f
2024-06-26 20:18:02,928: o
2024-06-26 20:18:03,152: r
2024-06-26 20:18:03,352: Key.space
2024-06-26 20:18:04,336: Key.backspace
2024-06-26 20:18:04,504: Key.backspace
2024-06-26 20:18:04,672: Key.backspace
2024-06-26 20:18:04,904: Key.backspace
2024-06-26 20:18:05,392: p
2024-06-26 20:18:05,576: o
2024-06-26 20:18:05,688: s
2024-06-26 20:18:05,864: t
2024-06-26 20:18:06,009: Key.space
2024-06-26 20:18:06,560: Key.backspace
2024-06-26 20:18:06,744: Key.backspace
2024-06-26 20:18:06,912: Key.backspace
2024-06-26 20:18:07,080: Key.backspace
2024-06-26 20:18:07,240: Key.backspace
2024-06-26 20:18:07,936: l
2024-06-26 20:18:08,280: i
2024-06-26 20:18:08,641: n
2024-06-26 20:18:08,800: k
2024-06-26 20:18:09,432: d
2024-06-26 20:18:10,104: l
2024-06-26 20:18:10,360: n
2024-06-26 20:18:10,512: Key.space
2024-06-26 20:18:10,744: p
2024-06-26 20:18:11,032: o
2024-06-26 20:18:11,129: s
2024-06-26 20:18:11,304: t
2024-06-26 20:18:11,512: Key.space
2024-06-26 20:18:12,448: f
2024-06-26 20:18:12,568: o
2024-06-26 20:18:12,680: r
2024-06-26 20:18:12,776: Key.space
2024-06-26 20:18:12,928: m
2024-06-26 20:18:13,176: y
2024-06-26 20:18:13,288: Key.space
2024-06-26 20:18:14,296: t
2024-06-26 20:18:14,584: a
2024-06-26 20:18:14,680: s
2024-06-26 20:18:14,928: k
2024-06-26 20:18:16,416: Key.shift
2024-06-26 20:18:16,916: Key.shift
2024-06-26 20:18:16,949: Key.shift
2024-06-26 20:18:16,968: #
2024-06-26 20:18:17,264: 4
2024-06-26 20:18:17,904: Key.shift
2024-06-26 20:18:18,232: Key.enter
2024-06-26 20:18:22,720: Key.ctrl_l
2024-06-26 20:18:22,888: 
2024-06-26 20:18:24,392: Key.ctrl_l
2024-06-26 20:18:24,552: 
2024-06-26 20:18:25,168: Key.enter
2024-06-26 20:19:01,464: Key.ctrl_l
2024-06-26 20:19:01,680: 
2024-06-26 20:19:03,384: m
2024-06-26 20:19:03,513: a
2024-06-26 20:19:03,632: k
2024-06-26 20:19:03,760: e
2024-06-26 20:19:03,920: Key.space
2024-06-26 20:19:05,096: a
2024-06-26 20:19:05,208: Key.space
2024-06-26 20:19:05,361: p
2024-06-26 20:19:05,576: o
2024-06-26 20:19:05,705: s
2024-06-26 20:19:05,889: t
2024-06-26 20:19:06,056: Key.space
2024-06-26 20:19:06,600: f
2024-06-26 20:19:06,713: o
2024-06-26 20:19:06,832: r
2024-06-26 20:19:06,984: Key.space
2024-06-26 20:19:07,360: o
2024-06-26 20:19:07,600: n
2024-06-26 20:19:07,784: l
2024-06-26 20:19:07,960: y
2024-06-26 20:19:08,136: Key.space
2024-06-26 20:19:08,968: t
2024-06-26 20:19:09,080: h
2024-06-26 20:19:09,161: i
2024-06-26 20:19:09,328: s
2024-06-26 20:19:09,464: Key.space
2024-06-26 20:19:09,800: c
2024-06-26 20:19:09,928: o
2024-06-26 20:19:10,080: d
2024-06-26 20:19:10,208: e
2024-06-26 20:19:10,369: Key.space
2024-06-26 20:19:10,568: Key.shift
2024-06-26 20:19:10,704: Key.enter
2024-06-26 20:19:12,240: i
2024-06-26 20:19:12,600: n
2024-06-26 20:19:12,928: Key.backspace
2024-06-26 20:19:13,072: t
2024-06-26 20:19:13,200: s
2024-06-26 20:19:13,400: Key.space
2024-06-26 20:19:13,832: t
2024-06-26 20:19:13,945: a
2024-06-26 20:19:14,056: s
2024-06-26 20:19:14,225: k
2024-06-26 20:19:15,264: Key.space
2024-06-26 20:19:15,480: Key.shift
2024-06-26 20:19:15,824: #
2024-06-26 20:19:16,176: Key.space
2024-06-26 20:19:16,329: 4
2024-06-26 20:19:16,792: Key.enter
2024-06-26 20:19:18,168: Key.ctrl_l
2024-06-26 20:19:18,264: 
2024-06-26 20:19:18,704: Key.enter
2024-06-26 20:19:34,880: Key.space
2024-06-26 20:19:35,200: Key.shift
2024-06-26 20:19:35,328: Key.enter
2024-06-26 20:19:35,487: Key.enter
2024-06-26 20:19:36,120: d
2024-06-26 20:19:36,215: o
2024-06-26 20:19:36,480: n
2024-06-26 20:19:36,631: t
2024-06-26 20:19:36,800: Key.space
2024-06-26 20:19:37,656: g
2024-06-26 20:19:38,224: Key.backspace
2024-06-26 20:19:38,744: w
2024-06-26 20:19:38,968: r
2024-06-26 20:19:39,296: i
2024-06-26 20:19:39,552: t
2024-06-26 20:19:39,664: e
2024-06-26 20:19:39,839: Key.space
2024-06-26 20:19:40,232: c
2024-06-26 20:19:40,377: o
2024-06-26 20:19:40,528: d
2024-06-26 20:19:40,640: e
2024-06-26 20:19:40,769: Key.space
2024-06-26 20:19:42,272: i
2024-06-26 20:19:42,488: n
2024-06-26 20:19:42,615: Key.space
2024-06-26 20:19:42,736: r
2024-06-26 20:19:42,848: e
2024-06-26 20:19:43,280: p
2024-06-26 20:19:43,496: k
2024-06-26 20:19:43,497: l
2024-06-26 20:19:44,032: Key.backspace
2024-06-26 20:19:44,320: Key.backspace
2024-06-26 20:19:45,024: l
2024-06-26 20:19:45,152: y
2024-06-26 20:19:45,592: Key.space
2024-06-26 20:19:46,408: j
2024-06-26 20:19:46,584: u
2024-06-26 20:19:46,719: s
2024-06-26 20:19:46,833: t
2024-06-26 20:19:46,961: Key.space
2024-06-26 20:19:47,192: r
2024-06-26 20:19:47,768: Key.backspace
2024-06-26 20:19:47,944: t
2024-06-26 20:19:48,072: e
2024-06-26 20:19:48,424: x
2024-06-26 20:19:48,712: t
2024-06-26 20:19:49,208: Key.space
2024-06-26 20:19:52,192: Key.enter
2024-06-26 20:19:52,367: Key.enter
2024-06-26 20:19:56,480: g
2024-06-26 20:19:56,600: i
2024-06-26 20:19:57,096: Key.enter
2024-06-26 20:20:39,455: Key.right
2024-06-26 20:20:41,231: Key.right
2024-06-26 20:20:41,783: Key.right
2024-06-26 20:20:42,023: Key.right
2024-06-26 20:20:42,215: Key.right
2024-06-26 20:20:42,391: Key.right
2024-06-26 20:20:42,559: Key.right
2024-06-26 20:20:42,759: Key.right
2024-06-26 20:20:43,071: Key.right
2024-06-26 20:20:43,367: Key.left
2024-06-26 20:20:43,552: Key.left
2024-06-26 20:20:44,280: Key.right
2024-06-26 20:20:44,440: Key.right
2024-06-26 20:20:44,615: Key.right
2024-06-26 20:20:44,799: Key.right
2024-06-26 20:20:45,007: Key.right
2024-06-26 20:20:45,167: Key.right
2024-06-26 20:20:45,328: Key.right
2024-06-26 20:20:45,487: Key.right
2024-06-26 20:20:45,655: Key.right
2024-06-26 20:20:45,807: Key.right
2024-06-26 20:20:45,968: Key.right
2024-06-26 20:21:49,783: Key.ctrl_l
2024-06-26 20:21:50,056: 
2024-06-26 20:21:54,167: Key.ctrl_l
2024-06-26 20:21:54,303: 
2024-06-26 20:21:55,663: Key.backspace
2024-06-26 20:21:55,799: 4
2024-06-26 20:22:07,391: Key.ctrl_l
2024-06-26 20:22:07,616: 
2024-06-26 20:22:14,719: Key.ctrl_l
2024-06-26 20:22:14,879: 
2024-06-26 20:22:16,776: Key.ctrl_l
2024-06-26 20:22:16,968: 
2024-06-26 20:22:17,296: Key.shift
2024-06-26 20:22:17,695: Key.enter
2024-06-26 20:22:17,855: Key.enter
2024-06-26 20:22:17,983: Key.enter
2024-06-26 20:22:18,656: i
2024-06-26 20:22:18,888: s
2024-06-26 20:22:18,999: Key.space
2024-06-26 20:22:19,184: t
2024-06-26 20:22:19,280: h
2024-06-26 20:22:19,415: i
2024-06-26 20:22:19,527: s
2024-06-26 20:22:19,615: Key.space
2024-06-26 20:22:19,815: c
2024-06-26 20:22:19,992: o
2024-06-26 20:22:20,288: v
2024-06-26 20:22:20,440: e
2024-06-26 20:22:20,552: r
2024-06-26 20:22:20,759: i
2024-06-26 20:22:20,967: n
2024-06-26 20:22:21,256: g
2024-06-26 20:22:21,551: Key.space
2024-06-26 20:22:21,855: a
2024-06-26 20:22:22,304: l
2024-06-26 20:22:22,439: l
2024-06-26 20:22:22,568: Key.space
2024-06-26 20:22:22,647: r
2024-06-26 20:22:22,799: e
2024-06-26 20:22:23,296: q
2024-06-26 20:22:23,495: u
2024-06-26 20:22:23,664: i
2024-06-26 20:22:23,865: r
2024-06-26 20:22:24,111: m
2024-06-26 20:22:24,112: ,
2024-06-26 20:22:24,399: t
2024-06-26 20:22:24,424: n
2024-06-26 20:22:24,639: Key.space
2024-06-26 20:22:25,111: Key.backspace
2024-06-26 20:22:25,287: Key.backspace
2024-06-26 20:22:25,447: Key.backspace
2024-06-26 20:22:25,599: Key.backspace
2024-06-26 20:22:26,576: n
2024-06-26 20:22:26,687: t
2024-06-26 20:22:26,903: Key.space
2024-06-26 20:22:27,463: Key.backspace
2024-06-26 20:22:27,601: s
2024-06-26 20:22:27,759: Key.space
2024-06-26 20:22:27,905: Key.shift
2024-06-26 20:22:28,280: ?
2024-06-26 20:22:28,479: Key.enter
2024-06-26 20:22:44,287: t
2024-06-26 20:22:45,016: t
2024-06-26 20:22:45,391: t
2024-06-26 20:22:47,583: Key.ctrl_l
2024-06-26 20:22:47,823: 
2024-06-26 20:22:52,167: Key.ctrl_l
2024-06-26 20:22:52,367: 
